application,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4,3_1,3_2,3_3,3_4,4_1,4_2,4_3,4_4,5_1,5_2,5_3,5_4,6_1,6_2,6_3,6_4,7_1,7_2,7_3,7_4,8_1,8_2,8_3,8_4,Aggregate
SDNetViews,67.9,72,71.9,43.2,53.7,8.08,39.2,7.11,81,8.58,46.7,57.7,282,106,346,221,79.5,32.3,69,44.9,81.2,9.9,73,6.54,110,88.3,214,88.7,199,86,95.2,72.8,2862.41
SDNetViews,76.5,21.2,62.1,30.2,67.8,18.4,68.7,64.9,55.5,69.7,70.7,25.6,250,134,388,184,67.4,22.3,71.1,12.3,68.7,9.71,65.8,6.42,165,92.6,136,89.1,205,88,93.9,86.3,2866.93
SDNetViews,80.3,18.7,71.5,22.9,38.8,10.3,53.1,13.9,75.1,25.4,67.6,16.2,337,95.4,379,143,69,119,70.5,37.2,74.9,14,69.2,6.35,100,103,146,91.2,180,148,97.2,88.6,2862.35
SDNetViews,86.6,24.5,45.3,19.9,79.5,14.3,68.3,68.3,80.1,49.1,35.4,63.3,270,124,347,216,79.9,16.4,36.1,22.5,71.4,31.6,44.9,18,186,73.8,84.5,75,102,66,296,73.2,2868.9
SDNetViews,81.1,17.7,76.2,12.2,76.9,59.9,71.8,46.4,76.5,7.48,6.91,12.7,232,173,358,193,60.3,20.4,68.9,61.1,75.3,38.9,76.8,6.38,191,79.8,107,80.8,163,65.2,190,78.9,2865.57
SDNetViews,43.2,6.49,67,65.6,67.2,60.5,67.3,75.2,63.2,6.14,6.03,19.1,400,162,283,109,67.7,65.3,65.7,8.21,53.6,52.2,89.7,5.89,81.3,96,200,74.5,179,74.5,176,74,2864.56
SDNetViews,77.1,15.5,26.3,44,69.3,53.6,140,6.14,61.2,13,21.1,29,298,179,374,104,70.4,8.22,126,22.7,67.2,29.7,69.5,6.21,199,137,99.6,112,114,97,99.1,97.1,2865.97
SDNetViews,81.6,69.4,68.8,55.5,73.7,48.6,67.7,6.2,82.8,6.62,6.23,6.45,281,95.3,396,184,71.7,68.9,41.3,28.6,81.2,14.4,65,11.3,112,95.6,94.7,88.5,172,88.2,216,87.6,2866.9
SDNetViews,65.9,9.41,58.6,71.9,52.4,16.6,51.5,7.8,53.5,65.5,7.02,74.8,255,105,497,97.9,68.3,46.4,78,17.9,65.2,71.4,66,6.4,85.6,76.8,102,79.8,310,129,94.4,77.8,2864.83
SDNetViews,42.8,62.2,70,23.9,71,20.5,121,5.53,69.7,25.9,32.4,27.1,261,333,270,91.7,72.2,16.4,69.8,16.4,69.8,9.03,124,5.53,106,74.4,93,70.3,263,74.3,176,98.8,2866.69
SDNetViews,57.8,56.3,56.1,53.6,49.2,56.6,67.4,9.33,140,19.2,6.57,28.3,345,156,343,112,63.2,18.8,57.9,63.5,44.6,42.8,58.8,5.99,130,81.8,274,85.5,127,82.5,91.5,83.2,2867.49
SDNetViews,74.8,31.7,71.5,65.3,67,23.4,70.5,6.1,73.3,42.1,6.5,38.3,337,186,336,95.5,72.6,34.3,65.7,31.1,45.8,57.7,71.5,6.18,106,85.7,165,83.8,179,83.5,168,83.4,2864.28
SDNetViews,68.5,33.8,73.5,33.1,69.1,8.46,72,5.91,69.9,49.6,63.7,6.7,297,201,286,171,69.4,41.6,66.3,9.05,110,25.4,72,6.7,97.7,99.4,118,88.2,174,87.2,204,86.3,2864.52
SDNetViews,119,49.4,9.97,8.94,36.5,21.8,65.8,5.35,61.2,36.9,6.07,35.7,324,120,329,181,6.58,35.2,62,8.6,65.1,39.3,276,5.43,100,82.6,106,133,243,82.6,98.5,107,2861.54
SDNetViews,76.1,20.8,52.9,14.7,76.7,15.3,44.4,6.12,76.1,38.9,41.9,22.8,291,103,460,101,8.87,55.5,35.4,11.5,67.9,239,43.8,6.2,144,75.5,92.7,81.6,214,82.3,184,80.3,2864.29
SDNetViews,77.1,27.3,80.3,40.1,76.8,12.5,90.6,25.6,77.7,6.87,8.96,31.7,299,180,277,200,56.4,15.3,113,24.8,75.8,29.3,78.1,7.47,185,88.5,111,88.8,108,88.9,197,87.7,2866.6
SDNetViews,78.2,65.8,67.3,55.1,80.2,32,73.3,5.97,8.25,28.6,6.56,64.7,271,98.4,369,216,7.01,31.3,70.8,30.4,78.7,6.82,123,39,126,58.4,132,73.3,304,74.5,112,73.8,2861.41
SDNetViews,74,70,57.5,70.3,72.9,9.62,75.4,7.55,69.5,70.1,54.8,27,259,143,300,254,10.5,32.6,76.9,13.2,72.9,7.82,75.8,6.32,154,29.3,175,75.1,244,73.9,140,64.8,2866.81
SDNetViews,82.8,26.2,73.7,9.44,82.4,27.1,71.6,6.57,61.4,61,7.63,31.7,411,101,340,102,9.34,62.7,71.8,58,77.4,53.3,74.1,6.63,131,85.2,159,105,99.3,83.7,157,134,2863.01
SDNetViews,59.5,14.2,76.1,48.5,57.2,50,67.1,6.13,50.2,137,9.68,69.4,373,105,374,105,33.3,25,38.3,21.7,72.8,66.9,47.4,6.13,93,79.8,148,77.5,218,80.8,196,63.5,2870.14
SDNetViews,77,24.1,106,9.38,76.7,8.42,85,6.37,41.9,64.6,16.1,8.8,403,258,214,81.1,7.54,32.8,87.2,68.9,78.3,62.5,86.4,6.43,182,72.9,185,104,89.4,77.3,176,68.7,2865.84
SDNetViews,87.2,15,77.5,17.4,101,41,70.3,5.93,77.8,26.1,6.81,67.4,251,134,243,328,77.7,20.8,76.7,8.63,86.7,16,68.5,5.96,176,69.3,174,63,97,67.2,239,68.9,2864.83
SDNetViews,84.2,46.9,53.3,12.7,109,38.1,65.5,7.01,79.1,11.9,8.31,18.9,230,166,363,196,54.5,53.4,74.5,25.2,79.5,55.5,72,6.11,212,79.2,215,78.8,107,79.3,104,79.1,2865.03
SDNetViews,71.9,32.1,61.6,33.4,68.9,62.4,64.6,7.36,69.4,40.8,64,30.7,359,101,291,204,37.8,24,71.1,28.7,71.3,54.7,53.6,6.88,87.8,80.7,95.3,81.2,189,86,254,80.4,2864.64
SDNetViews,79,10.3,75,58,78.4,36,74,6.44,70,7.03,59.3,33.9,321,102,370,162,8.35,20.3,74.7,57.5,80.5,53.1,65.2,6.46,190,88,140,130,127,90.6,96.4,91.5,2861.98
SDNetViews,86.3,32.6,70.3,58.2,79.1,30.9,46.7,32.3,27.5,6.35,7.44,34,285,97.4,344,230,70,19.5,72.4,70.1,115,20.2,70.2,6.34,136,75.9,163,81.3,157,81.3,183,78.4,2867.73
SDNetViews,70.5,58,130,50.7,108,53.6,74.2,10.3,28,5.9,6.6,51.5,332,207,318,96.6,15.3,45.3,74,9.01,71,15.7,71.3,5.92,150,92.2,184,83.4,179,81.6,96.3,86.7,2861.63
SDNetViews,85.7,6.17,85.9,65.1,86.6,16.2,84.1,6.17,17.2,6.25,7.49,38.5,327,212,314,99.2,15.1,26.4,83.3,140,76.3,15.5,84.9,6.24,128,78.1,136,81.9,217,77.6,157,77,2857.92
SDNetViews,77,9.48,65.8,41.9,72.9,27,41.6,9.24,54.9,6.54,5.93,241,247,94.6,507,106,6.89,39.4,59.1,6.96,67.2,71.3,45.1,6.43,170,65.9,147,80,260,73.1,83.7,75.2,2865.17
SDNetViews,72.4,11.7,76.2,49.9,85.6,28.4,74.7,6.83,9.34,6.7,6.94,70.1,408,128,311,109,53.8,29.3,41,65.2,74.4,35.7,86.3,70.4,164,79.5,190,87.8,89.6,87.8,169,87.8,2866.41
SDNetViews,76.2,71.3,74.7,28.9,67.8,40.2,105,6.27,74.8,6.29,7.19,43.2,326,170,274,185,25.8,32.8,46.6,43.4,78.2,29.3,76.4,19.8,219,66.1,91,69,87.2,72.2,280,70.7,2864.35
SDNetViews,77.1,14.1,81.6,60.5,74.7,73.9,74.8,6.22,41,6.24,7.02,69.9,341,202,257,154,65.2,13,74.9,7.63,74.5,50.3,75.4,6.16,195,127,201,76.9,86.8,77.2,182,7.88,2861.95
SDNetViews,71.8,6.26,108,6.29,84.9,29.8,76.1,12.9,62.8,6.3,10.6,41.8,214,194,385,162,60.2,20.1,96.2,57.9,73.3,48,75.8,6.28,172,90,102,91.7,218,90.4,101,90.2,2865.63
SDNetViews,115,6.23,72.8,29.7,79.7,57.1,73.5,69.4,7.65,9.84,8.93,48.2,351,150,335,120,7.48,70.1,73.1,28.2,78.1,39.9,72.5,6.27,104,82.1,167,82.4,212,83,153,71.8,2865
SDNetViews,73.4,5.57,70.3,7.1,74.8,42.1,119,5.56,62.6,5.66,8.33,23.6,246,266,300,145,105,62.1,74.2,48.7,73.3,17.7,70.2,5.6,212,55.7,195,77.1,110,108,119,79.1,2867.72
SDNetViews,73.6,30,74.4,48.6,74,35.3,76,24,59.1,9.33,64,6.78,268,221,308,156,65.8,25.1,75.1,5.95,74.6,33.3,75,24,155,81.3,111,81.8,183,90.2,170,80.3,2859.56
SDNetViews,28.6,25.2,19.6,34.7,130,44.4,95.8,22,65.2,24.8,95.9,44.6,279,151,407,117,54.3,37.7,9.64,91.3,98.6,6.55,15.7,12.1,125,56.5,137,137,175,75.8,172,74,2862.99
SDNetViews,72.7,11.3,74.3,36.4,73.2,14.6,73.6,9.95,73.2,35.5,74.4,17.3,324,300,245,86.3,55.9,29.5,64.2,11.1,126,24.5,64.2,11.2,83.9,72.7,255,72.2,146,149,103,72.6,2862.75
SDNetViews,70.5,66.4,103,16.2,71.2,6.38,70.9,28.2,63.7,67.3,72.1,7.45,371,94.5,393,94.4,63.6,26,58.3,17.2,32.8,8.94,34.8,67.2,182,80.7,126,80.3,97.5,210,94.5,81.1,2857.17
SDNetViews,51.9,37.2,68.6,57,38.4,36.2,70.1,7.02,58.9,58.7,69.3,13.1,264,171,434,83.7,68.8,58.5,69.1,48.3,35.2,13.1,64.4,28,278,43.3,90.7,154,157,66.8,86.5,76,2856.82
SDNetViews,68.7,6,59.8,17.3,40.3,58.2,53.4,38.7,34,20.7,65.3,21.3,392,95,355,111,65.1,64.4,69.7,8.28,58.6,130,65.4,7.05,126,83.7,102,84.3,168,123,182,83.1,2857.33
SDNetViews,70.2,28.1,65.8,58.6,64,5.35,73.6,29.5,63.2,7.69,74.1,41.4,427,83.8,285,157,71.5,8.92,72.6,35.4,41.2,14.4,67,59.8,93.1,7.6,150,139,122,69.5,164,208,2858.36
SDNetViews,73.6,18.8,69.7,30.9,55.5,8.31,70.1,6.09,58.1,17.8,25.8,8.59,269,189,412,82.9,64.2,8.78,71.6,63.7,65.2,172,36.7,25.8,89.4,104,174,68.1,277,73.2,90.6,73.6,2854.07
SDNetViews,70.6,33,73.2,22.9,67.1,57,59.8,8.3,64.3,7.04,66.8,56.1,396,177,274,105,58.2,20.5,67.3,31.2,63.5,23.7,70.6,29.8,140,80.8,172,136,91.9,80.7,168,81.4,2853.74
SDNetViews,41.6,36.4,68.7,36.3,65.8,21.9,58.3,65.7,46.9,10.3,48.8,27.6,290,98.7,467,98.9,45,131,65.5,22.2,76.1,20.4,57.8,6.33,251,139,94.1,79.6,137,79.7,93.4,79.9,2860.93
SDNetViews,70.5,7.81,78.7,36.8,65.7,34.4,59.1,11.6,55.2,15.5,79.3,45.3,336,121,342,154,57,49.1,72.9,34.7,66.8,26.3,56.2,27.8,202,93,133,92.6,98.5,109,130,92.4,2854.21
SDNetViews,92.4,40.5,56,16.2,77.5,16.1,41.2,23.2,60.4,20.7,48.7,70,279,111,462,101,77.1,7.01,47.6,65.8,68.2,33.9,46.9,43.8,95.9,84.3,90,84.3,204,150,160,84.1,2858.81
SDNetViews,63.5,9.66,70.8,34.3,20.9,20,55.6,7.06,39,6.64,59.4,43.5,230,181,341,202,254,50.6,7.64,19.4,60.3,18.1,57.8,55.1,144,79.5,266,65.8,143,79.9,95.2,79.7,2860.4
SDNetViews,70.7,47,50.8,69.1,71.6,8.68,66.6,6.61,50,12.9,48.2,48.6,262,91.9,493,106,70.1,51,62.8,52.7,119,15.2,21.6,9.47,108,83.1,129,187,203,82.3,81.1,80.5,2859.56
SDNetViews,76.1,21.2,60.6,22.3,74.7,24.4,76.6,62.9,76,19.9,69.2,15.9,348,154,282,171,66.4,45.9,75.1,14.7,61.8,20.1,55.5,13.8,137,85.6,184,85.7,114,112,152,84,2862.4
SDNetViews,67.7,71.8,71.7,43.1,53.6,8.06,39.1,7.08,80.8,8.54,46.6,57.6,281,106,345,220,79.3,32.2,68.9,44.8,81.1,9.87,72.8,6.52,110,88,214,88.5,199,85.8,95,72.6,2856.07
SDNetViews,76.1,21.1,61.9,30.1,67.6,18.4,68.5,64.7,55.4,69.5,70.6,25.5,249,134,387,184,67.2,22.2,71,12.2,68.6,9.68,65.7,6.4,165,92.3,136,88.9,204,87.8,93.7,86.1,2860.18
SDNetViews,80.1,18.7,71.4,22.9,38.7,10.2,52.9,13.9,74.9,25.4,67.4,16.2,336,95.2,378,143,68.8,119,70.3,37.1,74.7,14,69.1,6.34,100,103,146,91,179,147,96.9,88.4,2855.54
SDNetViews,86.3,24.3,45.2,19.8,79.3,14.3,68,68.1,80,48.9,35.2,63.1,269,124,346,216,79.8,16.4,36,22.5,71.2,31.5,44.8,17.9,186,73.6,84.3,74.8,102,65.7,295,72.9,2861.9
SDNetViews,80.8,17.7,76,12.2,76.7,59.7,71.5,46.2,76.3,7.46,6.9,12.7,231,172,357,193,60.1,20.3,68.8,61,75.1,38.7,76.6,6.37,190,79.6,107,80.5,163,65.1,189,78.7,2857.03
SDNetViews,43,6.46,66.8,65.4,66.9,60.3,67,74.6,62.8,6.12,6.01,19.1,399,162,283,109,67.5,65,65.5,8.18,53.4,51.9,89.3,5.87,81,95.6,200,74.3,178,74.3,175,73.8,2856.14
SDNetViews,76.9,15.5,26.2,43.9,69.1,53.3,140,6.11,61.1,13,21,28.9,298,178,374,104,70.2,8.19,125,22.6,66.9,29.7,69.4,6.19,199,136,99.5,112,113,96.8,98.9,97,2859.39
SDNetViews,81.5,69.2,68.6,55.4,73.6,48.4,67.5,6.19,82.5,6.59,6.21,6.42,280,95,395,184,71.4,68.7,41.2,28.5,81,14.3,64.8,11.2,112,95.3,94.6,88.3,172,88,216,87.4,2860.81
SDNetViews,65.7,9.38,58.4,71.7,52.2,16.6,51.4,7.77,53.3,65.4,7.01,74.5,254,105,496,97.6,68.1,46.2,77.8,17.8,65.1,71.3,65.7,6.39,85.2,76.6,102,79.6,309,129,94.3,77.6,2857.65
SDNetViews,42.6,61.8,69.8,23.8,70.9,20.4,121,5.51,69.5,25.9,32.2,27,260,332,269,91.5,71.9,16.3,69.5,16.4,69.6,8.98,124,5.52,106,74.2,92.7,70.1,262,74.1,175,98.3,2857.51
SDNetViews,57.5,56.1,55.9,53.3,48.9,56.4,67.2,9.3,140,19.2,6.54,28.3,344,156,342,111,62.9,18.8,57.7,63.2,44.4,42.7,58.5,5.97,130,81.6,273,85.2,127,82.4,91.3,82.9,2859.21
SDNetViews,74.6,31.6,71.3,65,66.9,23.3,70.3,6.08,73.1,41.9,6.48,38.2,337,186,335,95.3,72.3,34.2,65.6,31,45.6,57.5,71.3,6.16,106,85.5,165,83.6,179,83.3,167,83.2,2858.32
SDNetViews,68.3,33.7,73.3,33,68.9,8.44,71.8,5.89,69.7,49.4,63.5,6.67,296,201,286,170,69.2,41.5,66.2,9.02,110,25.3,71.8,6.31,97.5,99.1,117,88,173,87.1,203,86.1,2855.73
SDNetViews,118,49.1,9.93,8.9,36.4,21.7,65.7,5.34,61,36.8,6.06,35.6,324,119,328,180,6.37,35,61.8,8.57,64.9,39.1,276,5.41,99.7,82.4,106,133,242,82.4,98.3,107,2853.48
SDNetViews,75.9,20.7,52.8,14.6,76.5,15.2,44.3,6.1,75.9,38.9,41.8,22.7,290,103,459,101,8.84,55.3,35.2,11.5,67.8,238,43.6,6.19,144,75.3,92.6,81.4,213,82.1,183,80.1,2856.33
SDNetViews,76.9,27.3,80,39.9,76.7,12.4,90.1,25.5,77.5,6.84,8.94,31.7,298,179,277,199,56.2,15.3,113,24.8,75.5,29.2,77.9,7.44,185,88.3,111,88.6,107,88.7,197,87.5,2859.22
SDNetViews,77.9,65.6,67.1,54.9,80,31.9,73.1,5.94,8.24,28.5,6.54,64.6,271,98.2,368,215,6.99,31.2,70.5,30.3,78.5,6.79,123,38.8,126,58.2,132,73,302,74.2,112,73.6,2853.6
SDNetViews,73.9,69.8,57.3,70.1,72.7,9.6,75.2,7.53,69.3,69.9,54.6,26.9,258,143,299,254,10.4,32.5,76.7,13.1,72.6,7.79,75.6,6.31,153,29.2,175,74.8,243,73.6,140,64.5,2858.93
SDNetViews,82.5,26.1,73.4,9.41,82.2,27.1,71.4,6.54,61.1,60.9,7.61,31.6,410,101,339,102,9.31,62.5,71.6,57.8,77.3,53,73.9,6.61,131,85,159,104,99.1,83.4,157,134,2856.38
SDNetViews,59.4,14.1,76,48.3,57.1,49.9,66.9,6.12,50,136,9.63,69.2,372,104,373,105,33.2,24.9,38.2,21.6,72.5,66.7,47.3,6.11,92.9,79.6,147,77.4,217,80.6,196,63.3,2860.96
SDNetViews,76.7,24,106,9.35,76.4,8.4,84.7,6.35,41.8,64.4,16,8.76,402,257,214,80.9,7.52,32.7,86.9,68.6,78.1,62.3,86.1,6.41,182,72.6,185,104,89.1,77.1,175,68.6,2858.79
SDNetViews,87,14.9,77.2,17.3,101,40.9,70.1,5.91,77.6,26,6.79,67.1,250,133,242,327,77.5,20.7,76.5,8.6,86.5,15.9,68.3,5.95,176,69.1,173,62.8,96.9,67,238,68.7,2855.25
SDNetViews,83.9,46.7,53.1,12.6,109,37.9,65.3,6.98,78.8,11.8,8.29,18.8,230,166,362,196,54.2,53.1,74.2,25.1,79.3,55.3,71.8,6.09,212,79,214,78.7,107,79.2,104,78.9,2859.06
SDNetViews,71.8,32.1,61.4,33.3,68.7,62.2,64.4,7.34,69.1,40.6,63.7,30.6,358,101,290,203,37.7,23.9,70.8,28.5,71.1,54.5,53.4,6.86,87.5,80.4,95.1,80.9,189,85.8,254,80.2,2856.9
SDNetViews,78.8,10.3,74.8,57.8,78.2,35.9,73.8,6.42,69.8,7,59.2,33.7,320,102,369,161,8.32,20.3,74.4,57.3,80.1,53,65,6.45,190,87.8,140,130,127,90.3,96.2,91.2,2855.09
SDNetViews,86.1,32.5,70.1,58,78.9,30.8,46.6,32.2,27.4,6.34,7.42,33.8,284,97.2,343,229,69.8,19.4,72.2,69.9,115,20.1,70,6.32,135,75.7,162,81.2,157,81.2,182,78.3,2858.48
SDNetViews,70.2,57.8,129,50.5,108,53.4,73.9,10.3,27.9,5.88,6.58,51.3,331,207,317,96.5,15.2,45.1,73.7,8.97,70.6,15.6,71.1,5.9,150,91.9,183,83.2,179,81.4,96.1,86.4,2853.43
SDNetViews,85.5,6.15,85.6,65,86.4,16.2,83.8,6.16,17.1,6.23,7.48,38.4,327,211,314,98.8,15,26.3,83.1,139,76.2,15.5,84.7,6.22,127,77.9,136,81.6,217,77.4,157,76.9,2851.64
SDNetViews,76.8,9.45,65.6,41.8,72.7,26.9,41.5,9.21,54.7,6.52,5.92,240,247,94.5,506,106,6.87,39.2,58.9,6.93,67,71.1,44.8,6.42,169,65.7,147,79.7,259,72.9,83.4,75,2857.52
SDNetViews,72.2,11.7,76,49.9,85.3,28.3,74.5,6.81,9.31,6.69,6.92,70,407,127,310,109,53.6,29.2,40.8,65,74.2,35.6,86,70.1,163,79.4,190,87.6,89.4,87.7,168,87.6,2857.83
SDNetViews,75.8,71,74.4,28.8,67.6,40.1,105,6.25,74.6,6.28,7.17,43.1,326,170,273,184,25.6,32.7,46.5,43.3,78,29.3,76.2,19.7,218,65.9,90.9,68.9,87,72,279,70.6,2856.7
SDNetViews,76.9,14.1,81.2,60.3,74.4,73.7,74.6,6.21,40.9,6.23,7.01,69.7,340,202,256,153,65,13,74.7,7.61,74.3,50.1,75.2,6.15,194,126,201,76.6,86.7,77,181,7.86,2852.47
SDNetViews,71.6,6.24,107,6.26,84.7,29.7,75.9,12.9,62.6,6.28,10.6,41.7,214,193,385,162,60,20.1,95.9,57.8,73.1,47.9,75.6,6.27,171,89.8,102,91.5,217,90.2,101,90,2858.65
SDNetViews,115,6.22,72.7,29.7,79.5,57,73.2,69.2,7.63,9.8,8.89,48.1,350,149,334,119,7.16,69.8,72.8,28.1,77.9,39.8,72.4,6.26,104,81.9,166,82.3,211,82.8,152,71.6,2854.76
SDNetViews,73.2,5.55,70.2,7.07,74.4,42,119,5.54,62.3,5.63,8.32,23.5,245,265,299,144,105,61.9,74,48.5,73,17.6,69.9,5.59,211,55.6,194,77,109,108,118,78.8,2856.6
SDNetViews,73.4,29.9,74.1,48.4,73.8,35.2,75.9,23.9,58.9,9.29,63.7,6.74,268,220,307,156,65.7,25,74.9,5.93,74.4,33.2,74.9,23.9,154,81.1,111,81.6,183,89.9,170,80.1,2852.86
